order_id,customer_id,customer_name,customer_email,order_date,product_id,product_name,product_category,quantity,unit_price,discount_percentage,shipping_cost,total_amount,payment_method,order_status,shipping_address,city,country,postal_code,is_priority_order,name
ORD000011,CUST8433,Dr. Kendra Contreras,  mcmillandennis@gmail.com  ,2025-12-16 17:48:00,PROD103,Voice Bag,Beauty,5,1538.35,0.1,14.68,6937.25,UPI,Processing,"4935 Grace Walk, Williamview, AR 12598",Calderonton,Canada,965,True,Dr. Kendra Contreras
ORD000012,CUST3646,Carlos Whitney,barnold@smith.com,2025-09-17 03:55:00,PROD652,Offer Chair,Sports,5,1684.13,0.15,9.95,7167.5,Credit Card,Shipped,"826 Bobby Lakes Apt. 533, West Kimberlychester, WA 20758",Port Francisco,Canada,23707,False,Carlos Whitney
ORD000013,CUST4946,Allison Doyle,vpham@gmail.com,2025-09-08 00:07:00,PROD999,Example Phone,Electronics,6,1758.05,0.25,15.38,7926.61,Credit Card,Pending,"0733 Bailey View, East Andrew, MO 43526",Michelleview,Australia,46526,False,Allison Doyle
ORD000014,CUST3705,Jennifer Zavala,wilsontara@gmail.com,2026-02-22 02:48:00,PROD371,Partner Phone,Groceries,9,1532.84,0.04,23.76,13267.5,Wallet,Cancelled,"USNV Johnson, FPO AP 57460",Jessicamouth,UK,57700,True,Jennifer Zavala
ORD000015,CUST8177,Kayla Cruz,bradley60@frost.com,2026-04-21 17:48:00,PROD629,Himself Watch,Electronics,4,1427.33,0.12,33.58,5057.78,Debit Card,Shipped,"514 Estrada Islands Suite 482, South Elizabeth, TX 98560",New Ashley,USA,53726,True,Kayla Cruz
ORD000016,CUST1964,April Mitchell,steven73@hotmail.com,2025-06-23 00:37:00,PROD334,Material Laptop,Electronics,9,464.08,0.07,3.55,3887.9,UPI,Returned,"148 Davis Terrace, Lake Lance, ID 19814",North Johnfort,India,80621,True,April Mitchell
ORD000017,  CUST8744  ,Angel Perry,psnyder@douglas.com,2025-05-23 21:31:00,PROD348,Start Chair,Books,4,1080.77,0.22,44.12,3416.12,Net Banking,Cancelled,"870 Samantha Crossing, Andersonmouth, NC 73760",Stephaniemouth,USA,80802,True,Angel Perry
ORD000018,CUST2612,Stephanie Simmons,juliawells@yahoo.com,2025-02-19 21:27:00,PROD162,Society Watch,Beauty,6,850.04,0.14,36.45,4422.66,UPI,Returned,"734 Jones Heights Apt. 455, East Edwardfurt, FL 93092",North Robert,India,43870,True,Stephanie Simmons
ORD000019,CUST8260,Jennifer Clark,lstein@hotmail.com,2025-04-09 06:34:00,PROD927,Again Chair,Groceries,8,284.66,0.06,23.13,2163.77,Wallet,Pending,"0546 Medina Street Apt. 734, Tuckerfurt, TN 89517",Ramseymouth,India,17229,True,Jennifer Clark
ORD000020,CUST7658,Ms. Susan Vargas,dayderek@white-green.com,2025-11-30 17:53:00,PROD597,Development Watch,Fashion,1,1938.15,0.28,42.43,1437.9,Net Banking,Processing,"4641 Smith Plains Apt. 531, Port Anthonybury, AK 81940",East David,India,88248,True,Ms. Susan Vargas
ORD000021,CUST8973,Travis Marshall,gary91@gmail.com,2025-07-14 00:24:00,PROD258,Foreign Shoes,Home,5,1853.4,0.24,14.26,7057.18,Debit Card,Returned,"9663 Brittany Village, North Heidi, TX 79198",Port Tonyaton,India,46009,True,Travis Marshall
ORD000022,CUST1931,Mary Jones,atkinsonlynn@gmail.com,2026-01-18 10:03:00,PROD620,Lead Laptop,Groceries,1,1170.43,0.15,42.64,1037.51,Debit Card,Processing,"USCGC Zimmerman, FPO AA 23587",Christinaside,India,63873,True,Mary Jones
ORD000023,CUST2343,Roger Vargas,mariahmiller@yahoo.com,2025-12-12 07:25:00,PROD529,Either Bag,Sports,2,1883.48,0.17,28.95,3155.53,Wallet,Pending,"0752 Lewis Union Suite 549, Angelahaven, CO 32136",Freemanbury,Canada,91020,False,Roger Vargas
ORD000024,CUST8491,Michael West,phillipsrichard@torres.com,2026-04-24 08:13:00,PROD423,Material Chair,Electronics,6,481.18,0.12,33.58,2574.21,Credit Card,Shipped,"8557 Parker Fort Apt. 351, East Javier, KY 95473",Tinaborough,UK,39330,True,Michael West
ORD000025,CUST7054,Christopher Smith,brandon08@terry-martinez.info,2025-02-07 17:13:00,PROD391,Board Shoes,Books,9,534.07,0.28,44.04,3504.81,Wallet,Processing,"7752 Johnny Wall Suite 116, Joneston, FL 74273",Christopherbury,Australia,16026,False,Christopher Smith
ORD000026,CUST3200,Jennifer Carlson,chayes@dalton-branch.com,2025-11-10 20:33:00,PROD370,Outside Laptop,Electronics,1,1337.39,0.17,46.59,1156.62,Cash on Delivery,Pending,"34123 Andrea Estate, South Shannonfort, AZ 30841",Jasminemouth,Canada,9830,True,Jennifer Carlson
ORD000027,CUST9280,Tammy French,owilson@hernandez.com,2025-05-20 09:38:00,PROD600,Company Book,Groceries,4,1436.64,0.06,31.71,5433.48,Credit Card,Shipped,"1746 Mason Park Suite 190, Navarroview, CO 30506",Port Emilyview,India,76030,False,Tammy French
ORD000028,CUST8239,Peter Ruiz,howard96@hotmail.com,2026-03-01 08:02:00,PROD664,Teach Bag,Books,1,670.45,0.04,48.99,692.62,Wallet,Processing,"5655 Mia Isle, Steeleport, MO 72603",South Christopherview,India,42873,True,Peter Ruiz
ORD000029,CUST8041,Raymond Hancock,missing@email.com,2025-02-08 22:57:00,PROD230,Democrat Laptop,Home,3,1093.45,0.25,29.13,2489.39,UPI,Processing,"7710 Jennifer Inlet, New Rickybury, DE 60983",Lake Marilynfort,India,94427,False,Raymond Hancock
ORD000030,CUST3532,Michael Perry,jsanchez@gmail.com,2025-04-18 21:15:00,PROD342,Identify Chair,Fashion,2,710.59,0.17,43.74,1223.32,Debit Card,Cancelled,"46584 Justin Hills, Grimesmouth, NJ 45737",Andreaside,UK,49942,True,Michael Perry
ORD000031,CUST5065,Frank Lopez,xhall@williams-garner.biz,2025-04-02 23:59:00,PROD373,Imagine Shoes,Groceries,6,1565.86,0.12,33.5,8301.24,Cash on Delivery,Returned,"Unit 2702 Box 8951, DPO AA 13570",Smithberg,India,54237,False,Frank Lopez
ORD000032,,Tracy Jones,cindy61@yahoo.com,2026-03-23 01:54:00,PROD328,Together Laptop,Beauty,8,448.76,0.24,23.02,2751.48,Debit Card,Shipped,"7809 Jimmy Spur Suite 316, Port Cynthiaville, GA 91465",Rebeccaton,UK,43017,False,Tracy Jones
ORD000033,CUST6425,Elaine Brooks,amandaknight@jackson.org,2025-05-23 02:49:00,PROD128,Truth Laptop,Home,5,705.54,0.15,33.98,3032.53,Debit Card,Cancelled,"9237 Stevens Shores, Port Stevenport, ND 21207",South Sierrashire,Canada,39711,False,Elaine Brooks
ORD000034,CUST2894,Jessica Wright,yvonnecastaneda@gmail.com,2025-01-20 03:38:00,PROD494,Economic Phone,Fashion,7,694.65,0.24,21.82,3717.36,UPI,Cancelled,"440 Hill Port Apt. 974, New Laurie, SC 25421",Ericaberg,India,82846,False,Jessica Wright
ORD000035,CUST6967,Mark Williams,rileyjessica@gmail.com,2025-01-01 16:59:00,PROD541,Where Laptop,Beauty,9,1375.28,0.28,36.85,8948.66,UPI,Processing,"32858 Rivas Glens Suite 451, Mccartyberg, IN 89148",Coffeyside,Canada,48443,False,Mark Williams
ORD000036,CUST5844,James Baker,vrichardson@baker.com,2025-12-06 03:46:00,PROD667,Box Shoes,Fashion,5,1016.71,0.2,16.31,4083.15,Net Banking,Returned,"98593 Cynthia Mountain Suite 612, North Kevinfort, CT 31276",South Shawn,Australia,88382,False,James Baker
ORD000037,CUST5978,Melissa Fernandez,fpena@russell.com,2025-12-13 23:57:00,PROD393,Director Shoes,Books,3,1232.95,0.09,27.4,3393.35,Wallet,Pending,"1585 Raymond Field, Port Madisonland, IL 84610",North Kristinbury,Canada,17006,False,Melissa Fernandez
ORD000038,CUST3780,Christine Gallegos,lisahall@kramer.com,2025-08-27 14:28:00,PROD774,Factor Laptop,Home,4,1024.79,0.24,47.99,3163.35,Wallet,Returned,"84210 Alexis Turnpike, New Mario, KS 07369",Lake Robert,Australia,15397,False,Christine Gallegos
ORD000039,CUST8784,Karen Strickland,ngordon@acosta.net,2025-02-17 07:43:00,PROD725,Fish Chair,Groceries,5,453.16,0.06,1.22,2131.07,Credit Card,Processing,"76617 Jones Common, Charleneland, KY 82331",Oscarhaven,UK,39153,False,Karen Strickland
ORD000040,CUST1090,Larry Garcia,russellbeasley@morgan-chavez.biz,2026-03-30 20:36:00,PROD868,Show Chair,Groceries,4,1438.1,0.12,19.98,5082.09,Credit Card,Processing,"4527 Christopher Corner Apt. 615, New Brian, OH 43708",South Michaelchester,UK,95011,True,Larry Garcia
ORD000041,CUST3184,Dwayne Edwards,ericolson@bell.com,2025-04-01 22:33:00,PROD920,Building Watch,Beauty,8,105.19,0.07,42.42,825.03,Wallet,Delivered,"8998 Chelsea Shoals, Anthonyview, WV 41000",Michaelburgh,Canada,19277,False,Dwayne Edwards
ORD000042,CUST8777,Jennifer Thomas,reesejason@chavez-moore.com,2026-05-02 14:39:00,PROD560,Set Book,Groceries,9,856.35,0.27,22.3,5648.52,Debit Card,Processing,"22901 Ramos Manors, Lawsonchester, IL 99452",West Russellport,Australia,89396,False,Jennifer Thomas
ORD000043,CUST6502,Katelyn Estrada,randallgreene@harris.com,2026-01-28 16:31:00,PROD427,South Phone,Electronics,4,552.82,0.02,14.29,2181.34,Debit Card,Shipped,"07622 Patel Forks Suite 160, Smithland, MD 75966",Berrychester,USA,38448,True,Katelyn Estrada
ORD000044,CUST2020,Alex Nguyen,christopher13@yahoo.com,2025-07-16 22:09:00,PROD311,Perform Chair,Books,4,133.14,0.12,27.13,495.78,Net Banking,Delivered,"4535 Charles Roads, New Williamstad, VA 85100",East Curtis,Canada,34051,True,Alex Nguyen
ORD000045,CUST9818,Lance Wolf,stephanieburton@webster-wolf.info,2026-03-15 18:24:00,PROD865,Responsibility Bag,Sports,8,16.76,0.11,37.67,157.0,Wallet,Delivered,"PSC 9955, Box 2717, APO AA 83257",Laurashire,USA,7863,False,Lance Wolf
ORD000046,CUST3704,Benjamin Murray,woodjustin@lin.net,2025-04-23 08:27:00,PROD960,If Watch,Fashion,8,62.9,0.1,33.96,486.84,Wallet,Delivered,"9359 Mason Circle, Garciamouth, CO 66633",North John,Canada,57878,True,Benjamin Murray
ORD000047,CUST3977,Kelly Bishop MD,vortiz@hotmail.com,2026-04-10 12:37:00,PROD151,Piece Book,Books,10,1327.68,0.03,21.43,12899.93,UPI,Delivered,"51864 Cummings Shoals Apt. 519, West Kyle, UT 87288",Andersonland,USA,41078,False,Kelly Bishop MD
ORD000048,CUST8705,Maria Murphy,lucasrodney@smith-parker.com,2025-06-17 10:48:00,PROD119,Growth Bag,Sports,7,560.12,0.29,21.08,2804.88,Credit Card,Pending,"USCGC Lee, FPO AE 20809",West Meganville,Germany,67044,True,Maria Murphy
ORD000049,  CUST3496  ,Sandy Stephenson,  nancy92@bennett.org  ,2025-11-29 02:49:00,PROD344,Table Shoes,Books,1,1509.7,0.28,9.97,1096.95,Cash on Delivery,Pending,"PSC 7065, Box 3794, APO AP 59342",New John,India,61975,True,Sandy Stephenson
ORD000050,CUST3683,Cheyenne Gregory,xhammond@yahoo.com,2025-08-27 22:16:00,PROD418,Morning Laptop,Sports,6,339.74,0.18,37.4,1708.92,Credit Card,Pending,"92407 Spencer Cove, West Christopherburgh, NV 67787",Port Samuel,Germany,29603,False,Cheyenne Gregory
ORD000051,CUST5941,Stacey Arias,sandersnathaniel@yahoo.com,2025-07-23 22:12:00,PROD970,Beat Bag,Sports,2,1186.24,0.25,12.14,1791.5,Credit Card,Returned,"1522 Justin Village, Hortonberg, VT 61988",Gilbertland,Canada,2991,True,Stacey Arias
ORD000052,CUST9031,  Ruben Dunn  ,parsonsjohn@gmail.com,2025-06-27 17:27:00,PROD208,Anyone Watch,Home,6,142.57,0.19,0.63,693.52,Cash on Delivery,Delivered,"17980 Jennifer Highway Suite 095, New Robert, TN 11722",Carloshaven,UK,71814,True,  Ruben Dunn  
ORD000053,CUST8921,Virginia Spencer,ywilliams@yahoo.com,2025-08-11 05:46:00,PROD576,Environment Watch,Groceries,9,1931.12,0.08,40.41,16030.08,Cash on Delivery,Cancelled,"53195 Bradley Plains Suite 277, Port Dennis, WI 60489",West Jamesborough,Canada,5993,False,Virginia Spencer
ORD000054,CUST7209,Eric Sanders,benjamin34@yahoo.com,2025-06-15 07:53:00,PROD444,Training Laptop,Books,2,561.46,0.14,37.52,1003.23,UPI,Cancelled,"1566 Kline Lights Suite 277, Sandrahaven, CO 95801",Millerburgh,USA,71997,False,Eric Sanders
ORD000055,CUST1166,Brian Murphy,sean62@hotmail.com,2025-04-19 11:51:00,PROD629,Life Shoes,Electronics,5,683.98,0.26,35.06,2565.79,Debit Card,Shipped,"596 Fowler Turnpike, North Emilyfurt, NY 98791",North Douglas,Australia,80136,False,Brian Murphy
ORD000056,CUST2524,Jessica Martinez,michael90@hernandez.info,2025-09-08 17:48:00,PROD401,Source Shoes,Books,4,1382.77,0.19,24.54,4504.71,Cash on Delivery,Pending,"565 Wright Crescent, Lake Jacobhaven, OH 15936",Kimberlymouth,USA,28625,False,Jessica Martinez
ORD000057,CUST6419,Donna Hendricks DDS,melissahayes@wallace.com,2025-12-06 18:23:00,PROD460,Region Bag,Books,8,1109.18,0.1,49.83,8035.93,UPI,Cancelled,"844 Jennifer Squares, Port Michael, DE 26843",East Kristy,Germany,3946,False,Donna Hendricks DDS
ORD000058,CUST4033,Kenneth Mcdonald,jonesraymond@higgins.org,2025-04-29 03:46:00,PROD296,Back Shoes,Beauty,4,634.52,0.22,47.54,2027.24,Net Banking,Returned,"177 Anderson Village Apt. 268, Port Davidberg, GA 21730",Sarahbury,Germany,45854,False,Kenneth Mcdonald
ORD000059,CUST5494,Kelly Campbell,james84@weber.net,2025-02-21 06:18:00,PROD146,Better Laptop,Sports,4,724.96,0.09,35.4,2674.25,UPI,Processing,"922 Kirby Port, Port Michelleland, SD 76099",Debrashire,Australia,55103,True,Kelly Campbell
ORD000060,CUST1841,Amanda Small,timothy64@yahoo.com,2025-11-23 15:06:00,PROD358,Baby Chair,Books,1,1150.26,0.14,22.02,1011.24,Credit Card,Processing,"6773 Lawson Island, Jessicastad, DC 49068",West Johnville,India,35559,False,Amanda Small
ORD000061,CUST5066,Charles Williams,kwright@yahoo.com,2025-09-09 02:36:00,PROD221,World Phone,Groceries,1,307.7,0.24,47.46,281.31,Net Banking,Pending,"27877 Jimenez Course Suite 873, New Michael, LA 65367",Mitchelltown,Canada,14590,True,Charles Williams
ORD000062,CUST6003,Stephen Luna,brandon09@hotmail.com,2026-02-02 16:24:00,PROD682,Day Phone,Electronics,8,1817.47,0.09,29.43,13260.61,Wallet,Delivered,"68784 David Court Suite 558, Kariborough, NY 53111",North Benjaminmouth,Australia,62595,True,Stephen Luna
ORD000063,CUST2229,Brittany Barry,sarah52@ewing-stevenson.com,2026-05-01 06:40:00,PROD260,Personal Laptop,Books,4,532.97,0.02,11.99,2101.23,Net Banking,Cancelled,"947 Micheal Spring Apt. 694, New Thomasshire, IN 95056",New Timothyhaven,Australia,82948,False,Brittany Barry
ORD000064,CUST4824,Patricia James,armstrongjackie@smith.biz,2025-05-30 01:14:00,PROD370,Civil Chair,Groceries,5,1415.38,0.21,22.7,5613.45,Cash on Delivery,Returned,"8970 April Points, Whitneyfort, MS 41625",South Rhonda,Canada,45370,True,Patricia James
ORD000065,CUST1977,Megan Dillon,plee@yahoo.com,2025-08-06 03:34:00,PROD269,Open Chair,Home,4,1297.03,0.27,41.33,3828.66,Wallet,Pending,"3757 Castro Underpass Suite 419, Huangfurt, MI 19699",Bobbyland,Australia,45899,False,Megan Dillon
ORD000066,CUST8172,Mary Burgess,marianelson@horton.org,2025-08-13 03:29:00,PROD182,Education Phone,Electronics,5,1400.97,0.28,25.02,5068.51,Net Banking,Delivered,"301 Rivera Mountains, Lake Kellitown, GA 53835",Woodsborough,Australia,99579,False,Mary Burgess
,CUST1339,Erica Brewer,amandasharp@gentry.biz,2025-11-06 08:01:00,PROD883,Us Bag,Groceries,2,461.7,0.2,43.03,781.75,UPI,Cancelled,"7240 Kenneth Rapids, West Justinside, NM 18090",Nelsonville,Canada,43844,True,Erica Brewer
ORD000068,CUST8141,Jimmy Scott,doylekrystal@craig.biz,2026-01-26 05:30:00,PROD750,The Chair,Books,9,1304.76,0.27,9.07,8581.34,Credit Card,Cancelled,"61227 Boyle Avenue Suite 637, Stephanieport, VA 75589",West Desireebury,UK,8643,False,Jimmy Scott
ORD000069,CUST7561,Julie Moore,fowlershelia@yahoo.com,2025-07-29 10:20:00,PROD933,Possible Chair,Sports,2,1716.18,0.1,34.68,3123.8,Credit Card,Shipped,"2795 Miles Mountains, Port John, PA 11231",Ricestad,UK,10738,True,Julie Moore
ORD000070,CUST9889,Ashley Poole,franklinbond@wilson-harris.org,2025-06-11 08:20:00,PROD573,Middle Watch,Electronics,2,1940.52,0.12,25.73,3441.05,Debit Card,Pending,"72867 Angelica Spring Suite 064, Lake Jefferyland, NE 45659",New Virginialand,Canada,62376,False,Ashley Poole
ORD000071,CUST8178,Jason Mack,victoria67@yahoo.com,2025-11-15 15:40:00,PROD815,How Watch,Electronics,8,1521.18,0.06,27.46,11466.73,Credit Card,Shipped,"512 Rice Stream, Port Adam, ME 61187",Patelbury,Australia,32942,True,Jason Mack
ORD000072,CUST8560,Christopher Lopez,pachecorobert@allen.com,2025-12-30 05:19:00,PROD220,Phone Bag,Groceries,9,32.28,0.12,11.24,266.9,Debit Card,Pending,"06738 Karen Trail, East Williamport, VA 76012",Barbaramouth,UK,31552,False,Christopher Lopez
ORD000073,CUST3369,Charles Keller,dturner@fry.biz,2025-09-18 22:17:00,PROD492,Only Shoes,Sports,7,1670.27,0.29,12.19,8313.43,Wallet,Cancelled,"685 Russell Hills Suite 287, Port Jeremiah, VT 19421",Melendezside,Australia,54591,True,Charles Keller
ORD000074,CUST5634,Kristin Anderson,james17@davis-hardy.com,2026-03-19 02:17:00,PROD843,Approach Book,Groceries,7,683.05,0.24,13.36,3647.19,Wallet,Pending,"39837 Molly Isle, Susantown, ID 97687",Lake Yvonnefort,Canada,32298,False,Kristin Anderson
ORD000075,CUST8460,Michele Sanders,kimberly67@wong.info,2026-03-20 04:28:00,PROD429,Man Chair,Fashion,9,971.26,0.1,38.14,7905.35,Cash on Delivery,Delivered,"3556 Anna Forges Apt. 048, Phillipsborough, IN 50287",South Andrea,USA,90265,False,Michele Sanders
ORD000076,CUST3492,Phillip Burns,yjackson@yahoo.com,2025-04-30 13:02:00,PROD607,Condition Laptop,Fashion,6,1490.69,0.21,40.57,7106.44,Wallet,Delivered,"80801 Kathy Loop Apt. 312, East Williamstad, RI 84089",Hopkinstown,Canada,1367,False,Phillip Burns
ORD000077,CUST7717,Jennifer Smith,andre62@gmail.com,2026-03-22 03:55:00,PROD991,Why Bag,Fashion,8,203.92,0.27,0.77,1191.66,Credit Card,Processing,"39845 Norton Common, Susanmouth, IA 91889",West Gabriella,UK,11067,False,Jennifer Smith
ORD000078,CUST7226,Shannon Malone,jgray@brown-smith.com,2025-06-23 19:44:00,PROD424,Beautiful Bag,Beauty,7,1301.42,0.26,42.62,6783.98,Net Banking,Cancelled,"591 Jerry Ways Suite 401, Rachelshire, AZ 24009",Alexisborough,Canada,77444,True,Shannon Malone
ORD000079,CUST2646,,francisco39@rhodes-fernandez.biz,2025-11-13 02:15:00,PROD554,Someone Shoes,Beauty,5,1994.86,0.22,21.7,7801.65,UPI,Pending,"501 Hall Club, Cassiefurt, MD 04384",Kristenmouth,India,64805,True,unknown customer
ORD000080,CUST3950,Juan Bennett,nmiller@yates-marquez.com,2025-06-16 01:18:00,PROD274,Executive Shoes,Electronics,6,752.81,0.04,26.56,4362.75,Wallet,Cancelled,"655 Christopher Inlet, Wardview, DC 11943",South Shane,UK,73211,True,Juan Bennett
ORD000081,CUST8622,Ashley Davis,michelle04@hughes-miller.net,2025-09-12 18:09:00,PROD394,West Bag,Sports,4,924.99,0.08,12.77,3416.73,Debit Card,Pending,"Unit 3982 Box 6224, DPO AA 35681",Thomasburgh,India,57474,False,Ashley Davis
ORD000082,CUST4263,Elijah Patton,sheryl79@hotmail.com,2026-04-29 11:37:00,PROD493,Deal Chair,Books,5,1279.68,0.13,12.5,5579.11,Credit Card,Shipped,"0659 Brock Isle, Cookberg, MD 79565",South Leon,USA,52699,False,Elijah Patton
ORD000083,CUST7484,Doris Neal,markramirez@yahoo.com,2025-10-20 11:36:00,PROD381,His Laptop,Sports,5,1985.42,0.09,48.9,9082.56,Cash on Delivery,Returned,"828 Stephanie Mountain, South Lauren, UT 09565",Chambersberg,Australia,83513,True,Doris Neal
ORD000084,CUST6772,David Moore,mjones@yahoo.com,2026-04-12 19:47:00,PROD324,Pass Bag,Fashion,8,1666.51,0.27,38.79,9771.21,Wallet,Processing,"058 Daniel Gateway Suite 290, Rasmussenmouth, NE 14387",North Jonathanhaven,Germany,98392,True,David Moore
ORD000085,CUST3153,Lauren Johnston,peter98@gmail.com,2025-11-18 03:57:00,PROD192,Hair Book,Home,1,621.32,0.13,28.98,569.53,Cash on Delivery,Returned,"Unit 7146 Box 1125, DPO AA 45467",Muellerhaven,UK,63799,True,Lauren Johnston
ORD000086,CUST3695,Brent Bowen,carlos01@gmail.com,2025-04-13 04:50:00,PROD363,Time Chair,Books,9,1753.54,0.11,25.09,14070.95,UPI,Shipped,"238 Andrea Isle, Mullenbury, MO 83044",East Danielle,Australia,57141,False,Brent Bowen
ORD000087,CUST7511,Omar Ware,tprice@gmail.com,2026-02-16 03:29:00,PROD966,Describe Chair,Sports,2,285.81,0.29,43.01,448.86,UPI,Returned,"182 Nguyen Mount, West Emilyfort, SC 41579",Carrshire,India,15473,False,Omar Ware
ORD000088,CUST7242,Ryan Williamson,powerslawrence@gmail.com,2025-01-08 08:34:00,PROD942,Focus Bag,Home,2,912.3,0.2,33.62,1493.3,Credit Card,Cancelled,"286 Carlson Ports Suite 627, New Garrett, DC 25024",Meganton,Australia,47560,True,Ryan Williamson
ORD000089,CUST8606,Kari Lee,fortiz@yahoo.com,2025-08-30 00:39:00,PROD817,See Book,Beauty,9,659.37,0.18,32.38,4898.53,Net Banking,Returned,"19034 Joshua Plain Suite 279, Dunnville, DE 35613",Amberton,India,94739,True,Kari Lee
ORD000090,CUST8432,Daniel Coleman,nancy07@bailey-montoya.info,2025-01-24 01:19:00,PROD479,Tree Bag,Beauty,8,236.66,0.07,26.88,1787.63,Cash on Delivery,Delivered,"Unit 3395 Box 9629, DPO AE 27583",Port Brian,Canada,46483,False,Daniel Coleman
ORD000091,CUST7686,Linda Jackson,ashley81@gmail.com,2025-10-28 23:46:00,PROD386,Social Laptop,Beauty,3,1771.4,0.2,41.68,4293.04,UPI,Cancelled,"2232 Poole Trace, Burnsshire, KY 82789",Brooksland,USA,83551,False,Linda Jackson
ORD000092,CUST6876,Patricia Powell,shawn75@hotmail.com,2025-08-16 07:54:00,PROD162,Able Watch,Home,6,203.21,0.21,27.22,990.44,Debit Card,Returned,"751 Robinson Meadow, South Joseph, LA 44771",New Melissa,India,45555,False,Patricia Powell
ORD000093,CUST4362,Pamela Williams,martinezmia@yahoo.com,2025-02-16 21:13:00,PROD170,Loss Chair,Groceries,10,1942.33,0.02,16.68,19051.51,Wallet,Processing,"24241 Wright Landing Apt. 064, South Diana, CT 00643",South Christian,USA,78315,True,Pamela Williams
ORD000094,CUST3129,Michael Smith,mcneilrobert@gmail.com,2026-02-21 07:21:00,PROD653,Mean Book,Groceries,3,1578.34,0.18,13.86,3896.58,Debit Card,Processing,"11554 Patrick Via Apt. 218, New Debramouth, VA 28426",South Christina,India,58485,True,Michael Smith
ORD000095,CUST7897,Angelica Garcia,bbell@moody-wright.com,2025-03-09 00:22:00,PROD638,Energy Laptop,Beauty,4,1179.76,0.0,13.27,4732.31,Credit Card,Processing,"043 Julie Hill Apt. 376, East Victorland, AL 47830",Davidshire,UK,55664,False,Angelica Garcia
ORD000096,CUST9543,Michael Farmer,matthewsalexander@williams.biz,2026-02-03 11:32:00,PROD408,Move Watch,Beauty,10,222.56,0.15,47.27,1939.03,Credit Card,Pending,"6188 Joshua Inlet Apt. 832, Peterland, UT 57843",North John,India,57449,False,Michael Farmer
ORD000097,CUST6277,Logan Brown,smithderrick@martin.net,2026-03-10 12:27:00,PROD722,Nation Shoes,Electronics,2,983.09,0.27,3.67,1438.98,Debit Card,Pending,"52410 Roman Groves Apt. 491, Gibsonstad, NM 74803",West Eric,Germany,13988,False,Logan Brown
